iter	Logloss
0	0.6242230249
1	0.5626546399
2	0.5081125011
3	0.459920585
4	0.4164796993
5	0.376917167
6	0.3426254709
7	0.3115238383
8	0.284360439
9	0.259166346
10	0.2374847559
11	0.218153982
12	0.2012616772
13	0.1857463504
14	0.1720373535
15	0.1599078924
16	0.1487120954
17	0.1317047105
18	0.1235574252
19	0.1157581879
20	0.1090638143
21	0.1026453257
22	0.09542253788
23	0.09060846529
24	0.08596209465
25	0.08220322315
26	0.07871759154
27	0.07569472956
28	0.07294079521
29	0.07006724894
30	0.06701035211
31	0.06469137116
32	0.06285472498
33	0.05879801338
34	0.05521100493
35	0.05242071133
36	0.04914879558
37	0.04636925125
38	0.04412562145
39	0.04189111949
40	0.03985944569
41	0.03845423951
42	0.0370570167
43	0.03575636831
44	0.0353516537
45	0.03393009763
46	0.03292385647
47	0.03198142574
48	0.03100944358
49	0.03022790083
50	0.02943731664
51	0.0287308534
52	0.02806255658
53	0.02741764149
54	0.02677256474
55	0.02622468625
56	0.02563607027
57	0.02523378484
58	0.0249383907
59	0.02465036418
60	0.02424391581
61	0.02398219594
62	0.02364054619
63	0.02351182323
64	0.02310740445
65	0.02283285446
66	0.02275438737
67	0.02250409659
68	0.02231288089
69	0.02211053789
70	0.02175676594
71	0.02147428253
72	0.02123708865
73	0.02101328012
74	0.02082911798
75	0.02074823119
76	0.02049256635
77	0.02043163756
78	0.02037673135
79	0.02022430719
80	0.02005378781
81	0.01974889563
82	0.01956597587
83	0.01938815948
84	0.01920815625
85	0.01912797927
86	0.01897833414
87	0.01886034513
88	0.01871199386
89	0.01853808182
90	0.01841502347
91	0.01832631553
92	0.01818264699
93	0.0179942285
94	0.0178165177
95	0.01765373736
96	0.01752636813
97	0.01746489213
98	0.01732860609
99	0.01722290366
100	0.01710919219
101	0.01695568542
102	0.01687247108
103	0.01675439724
104	0.01660829247
105	0.01649384667
106	0.01632724789
107	0.01628176219
108	0.01619881782
109	0.01615113919
110	0.01614382023
111	0.01604918866
112	0.0159616364
113	0.01583333575
114	0.01575970945
115	0.01567520956
116	0.01563881141
117	0.01549945515
118	0.01547324001
119	0.01540096302
120	0.01535348486
121	0.01529555258
122	0.01524189826
123	0.01512864024
124	0.01495272977
125	0.01491687533
126	0.01487118242
127	0.01486218034
128	0.01480527129
129	0.01472161718
130	0.01469862358
131	0.01461587317
132	0.01451574473
133	0.0144731003
134	0.01438814809
135	0.01432218654
136	0.01428312083
137	0.01424276832
138	0.01417695465
139	0.01411476894
140	0.01405061539
141	0.01403955779
142	0.01394808539
143	0.01386277899
144	0.01380401126
145	0.0137658031
146	0.01367098024
147	0.01359938951
148	0.01353837045
149	0.01347585176
150	0.01342335224
151	0.01336952537
152	0.01335343626
153	0.01333045379
154	0.01327008175
155	0.01319643481
156	0.01313253756
157	0.01304624457
158	0.01298960942
159	0.0129539145
160	0.01288864244
161	0.01279451221
162	0.0127685104
163	0.01270958685
164	0.01267872603
165	0.01261524193
166	0.01258881125
167	0.01252588646
168	0.01241198252
169	0.01237633997
170	0.01232177145
171	0.01226969838
172	0.0122067017
173	0.01211163068
174	0.0120142606
175	0.0119146382
176	0.01188221484
177	0.01186409779
178	0.01181765121
179	0.01181027455
180	0.01175942144
181	0.01172436805
182	0.01169614763
183	0.01165985863
184	0.01160211372
185	0.01156838172
186	0.01151754976
187	0.01148082693
188	0.01145370362
189	0.0114387521
190	0.01142835653
191	0.01138793609
192	0.01136200471
193	0.01131225744
194	0.0112471906
195	0.01121561013
196	0.01120176746
197	0.01116987992
198	0.01112162968
199	0.01108920748
200	0.01107106439
201	0.01103820659
202	0.01099782859
203	0.0109789385
204	0.01092580875
205	0.01090494164
206	0.01085921492
207	0.01084234321
208	0.01078977542
209	0.01069368764
210	0.0106091626
211	0.01059012295
212	0.01055999729
213	0.01053598514
214	0.01046423665
215	0.01044498888
216	0.0104157253
217	0.01034946011
218	0.01032086984
219	0.0102808275
220	0.01025837245
221	0.01024504567
222	0.01023152217
223	0.01020629823
224	0.01019327149
225	0.01016002944
226	0.01013326828
227	0.01010652718
228	0.01006520124
229	0.01004520519
230	0.0100139991
231	0.01001183673
232	0.009958749621
233	0.009924486103
234	0.00986903777
235	0.009839218279
236	0.009798968626
237	0.009763516973
238	0.009700126413
239	0.009690018681
240	0.009661262742
241	0.009590657448
242	0.009566640895
243	0.009531254681
244	0.009517956408
245	0.009504501263
246	0.009489430291
247	0.009470756531
248	0.009437340381
249	0.009406015433
250	0.009383165867
251	0.009350556743
252	0.00933865144
253	0.009316659451
254	0.009295745201
255	0.009243905574
256	0.009242066343
257	0.009221223774
258	0.009194517497
259	0.009167161311
260	0.009148346371
261	0.00911348825
262	0.009094712315
263	0.009053814208
264	0.009036321724
265	0.008991631171
266	0.008969917791
267	0.008959025452
268	0.008942267636
269	0.008918536155
270	0.008862743847
271	0.008805525314
272	0.008770374222
273	0.00873709151
274	0.008687833666
275	0.008664206424
276	0.00863793025
277	0.008611850197
278	0.008588050407
279	0.00857284369
280	0.008551047423
281	0.008505334061
282	0.008448408711
283	0.008413874709
284	0.008396099608
285	0.008373139076
286	0.008339263127
287	0.008323927615
288	0.008289494663
289	0.008276660987
290	0.008239386803
291	0.008214178764
292	0.008191279007
293	0.008166980803
294	0.008158923754
295	0.008148594109
296	0.008132698446
297	0.008110757982
298	0.008094737651
299	0.008049520736
300	0.008025581428
301	0.007979120659
302	0.007970608046
303	0.007937039927
304	0.007904751349
305	0.007893588979
306	0.007866631432
