iter	Logloss
0	0.6583317689
1	0.6296483607
2	0.602684732433	0.578172098944	0.550824690455	0.530314679
6	0.5099519036
7	0.492187436
8	0.4727003373
9	0.4556140054
10	0.4395903229
11	0.4270678688
12	0.4132061461
13	0.401325415
14	0.3910357009
15	0.3803651156
16	0.3718532026
17	0.3623058816
18	0.3545654262
19	0.3471653572
20	0.3403749954
21	0.3331347868
22	0.3271306796
23	0.3205815277
24	0.314875314
25	0.3096702355
26	0.3060276218
27	0.3017155106
28	0.2977633012
29	0.2948740702
30	0.2900419887
31	0.2861246992332	0.2821252799333	0.2800676411334	0.277638003
35	0.2758610702
36	0.2738995921
37	0.2711147049
38	0.2681586531339	0.2665614568440	0.2644841324141	0.2623881374242	0.2603241774343	0.2586597334444	0.2567559314545	0.2541000694646	0.2526297664747	0.2516292404848	0.2496350594949	0.2473623705050	0.2451472945151	0.2431097025252	0.2417621095353	0.2404206445454	0.23833587
55	0.236885997
56	0.2350904996
57	0.2345111136
58	0.2328818343
59	0.2310210825
60	0.2296325687
61	0.2289142826
62	0.228146669
63	0.2267816632
64	0.2261739136
65	0.2253431591
66	0.2243878052
67	0.2236234186
68	0.2229772135
69	0.2218706588
70	0.221226482
71	0.2205612959
72	0.2202271833
73	0.2197024129
74	0.2189747008
75	0.2184630016
76	0.2176973356
77	0.2169285816
78	0.2162939329
79	0.2161004188
80	0.2154840727
81	0.2149480641
82	0.2145749031
83	0.2136518357
84	0.2125905366
85	0.2117110827
86	0.2110187025
87	0.2106115492
88	0.2102081219
89	0.2096950461
90	0.208943651
91	0.2082036108
92	0.2075450647
93	0.2073953468
94	0.206760903
95	0.2063024376
96	0.2055775196
97	0.2051284817
98	0.2041680079
99	0.2037800833
100	0.2033646886
101	0.2026652526
102	0.2021715453
103	0.2011546115
104	0.2006075721
105	0.2000368074
106	0.1995321696
107	0.1989281847
108	0.1986388629
109	0.1981393997
110	0.1976882475
111	0.1971230895
112	0.19678867451113	0.19632853131114	0.195982009
115	0.1955251616
116	0.1951283072
117	0.194488869
118	0.1940106934
119	0.1935115018
120	0.192930528
121	0.19234327
122	0.1920808801
123	0.1915546914
124	0.1914965164
125	0.1911311688
126	0.1905367432
127	0.1904168947
128	0.189987313
129	0.1898630193
130	0.1893545914
131	0.1891596446
132	0.188668616
133	0.18835414
134	0.1878330117
135	0.1878088966
136	0.1869948245
137	0.1867900319
138	0.1866116585
139	0.1862950947
140	0.1856513021
141	0.1853773998
142	0.1851775756
143	0.1846763714
144	0.1842473118
145	0.1840896506
146	0.1837712479
147	0.1835324598
148	0.1831074743
149	0.1826896765
150	0.1817627778
151	0.1814611633
152	0.1809163946
153	0.1805054943
154	0.1794095996
155	0.1786046504
156	0.1784529295
157	0.1781492433
158	0.1776977235
159	0.1771005677
160	0.1766858879
161	0.1765128912
162	0.1760395273
163	0.175691189
164	0.1750741715
165	0.1746994258
166	0.1743186915
167	0.1740658794
168	0.1735967154
169	0.1731773459
170	0.1729110577
171	0.1724972761
172	0.1719903961
173	0.1718264424
174	0.1717118689
175	0.1713165183
176	0.1706742559
177	0.1703912352
