iter	Logloss
0	0.6251985243
1	0.5644959752
2	0.5099205584
3	0.4591518095
4	0.4132475677
5	0.3747702383
6	0.3406828122
7	0.3104610704
8	0.2834915703
9	0.2584643867
10	0.2371128316
11	0.2181135554
12	0.2004931083
13	0.185238599
14	0.170804272
15	0.1582616074
16	0.1472126485
17	0.1373557834
18	0.1286428493
19	0.1194900857
20	0.1126547828
21	0.1061682362
22	0.1005084387
23	0.09556443719
24	0.09085053789
25	0.08665877757
26	0.07924501528
27	0.07550792945
28	0.07215263016
29	0.06691010022
30	0.06201460113
31	0.05758566231
32	0.0561388659
33	0.0531571126
34	0.04996462141
35	0.04880910431
36	0.04787101837
37	0.04511240903
38	0.04256064391
39	0.04077074904
40	0.03886914696
41	0.03733707452
42	0.03592787974
43	0.03461944387
44	0.03354791156
45	0.03246561082
46	0.03213457225
47	0.03116934198
48	0.03044580339
49	0.02956768904
50	0.02881761817
51	0.02823115385
52	0.02762452445
53	0.02751120214
54	0.02699979954
55	0.02644978664
56	0.02580132178
57	0.02536082722
58	0.02503900425
59	0.02454118069
60	0.02420150462
61	0.02374862754
62	0.02345901662
63	0.02312938461
64	0.02274677407
65	0.02249580489
66	0.02213184762
67	0.02184679435
68	0.02164274721
69	0.02134310457
70	0.02114056497
71	0.02084501083
72	0.02053644682
73	0.02040120585
74	0.02013694623
75	0.01993712013
76	0.01978481582
77	0.01962697814
78	0.01942798257
79	0.01925008509
80	0.01902494189
81	0.01888469422
82	0.01876041038
83	0.01862350429
84	0.01850342915
85	0.018337949
86	0.01824149877
87	0.01815111458
88	0.01801256824
89	0.01794060235
90	0.0178682613
91	0.01785760492
92	0.01777188955
93	0.017643779
94	0.01753587848
95	0.01753165625
96	0.0174164681
97	0.01725887171
98	0.01714634042
99	0.01697745622
100	0.01693528499
101	0.01686815437
102	0.01673052285
103	0.01673004837
104	0.016624586
105	0.01646505611
106	0.016349293
107	0.01628655037
108	0.01618922747
109	0.01608378567
110	0.0160466783
111	0.01597253689
112	0.0159359515
113	0.01585799663
114	0.01578158821
115	0.01572903547
116	0.01568306565
117	0.01553424884
118	0.01550559054
119	0.01541998166
120	0.01523530057
121	0.01517438605
122	0.0151245735
123	0.01506411875
124	0.01496250698
125	0.01484499367
126	0.01477960615
127	0.01466086984
128	0.01458489683
129	0.01451325949
130	0.01446710916
131	0.01439703459
132	0.01435899141
133	0.0142836433
134	0.01419645561
135	0.01418218348
136	0.01417054054
137	0.01410529956
138	0.01404089316
139	0.01403593643
140	0.01402247382
141	0.01389864425
142	0.01389378104
143	0.01379511645
144	0.01375758547
145	0.01371444771
146	0.01366312967
147	0.01361252189
148	0.01355777562
149	0.0135089044
150	0.01343440158
151	0.01335509958
152	0.01331322785
153	0.01327922814
154	0.01319731998
155	0.01317593235
156	0.01308084716
157	0.01302371512
158	0.01297242021
159	0.01286825888
160	0.01282738975
161	0.01277578773
162	0.01274589235
163	0.01268165067
164	0.01261441311
165	0.01255438121
166	0.01250181553
167	0.01246857962
168	0.01237493568
169	0.01228933496
170	0.01226794956
171	0.01223124539
172	0.0121492146
173	0.01214890088
174	0.01208836806
175	0.01203950076
176	0.01200366623
177	0.01192620558
178	0.01190685582
179	0.011901234
180	0.011867158
181	0.01183599263
182	0.01179610654
183	0.01179315753
184	0.01176034379
185	0.01169171545
186	0.01167706092
187	0.01161515275
188	0.01157345037
189	0.01154977307
190	0.01152336539
191	0.01150593891
192	0.01149530407
193	0.01144168088
194	0.01142870952
195	0.01139270471
196	0.01132683598
197	0.01128680565
198	0.01120102443
199	0.01115392314
200	0.01110137723
201	0.01107910812
202	0.01101563725
203	0.01096338751
204	0.01095116929
205	0.0109228177
206	0.01088670443
207	0.01088140296
208	0.01083942402
209	0.01078360852
210	0.01072992146
211	0.01070800532
212	0.01067049121
213	0.01064658492
214	0.01062803894
215	0.010605512
216	0.01057448409
217	0.01055961429
218	0.01052251822
219	0.01049383011
220	0.01047859461
221	0.01043782656
222	0.0104263963
223	0.01040290794
224	0.01037814814
225	0.01036878411
226	0.01035274352
227	0.01032756962
228	0.01030443523
229	0.01028661487
230	0.01025995232
231	0.01024604979
232	0.01020591049
233	0.0101399328
234	0.01012669199
235	0.01009668071
236	0.01003272877
237	0.009986592224
238	0.009942969603
239	0.009885143564
240	0.009880411713
241	0.009842596506
242	0.009799883849
243	0.009789623923
244	0.009748823486
245	0.009734153817
246	0.009691481043
247	0.009641555394
248	0.009599160345
249	0.009578563398
250	0.009564399135
251	0.009547055556
252	0.009509269591
253	0.009488905377
254	0.009475174523
255	0.009469116233
256	0.009434515932
257	0.009425501081
258	0.009408346276
259	0.009386486904
260	0.009382374692
261	0.009350115298
262	0.009313622821
263	0.009267573874
264	0.009246119942
265	0.009226295178
266	0.009223653259
267	0.009184793102
268	0.009170582361
269	0.009159566063
270	0.009134070877
271	0.009117008286
272	0.009070116652
273	0.009018834906
274	0.008996332697
275	0.008986489363
276	0.008949732239
277	0.008943093708
278	0.008925313835
279	0.008907698087
280	0.008892286435
281	0.008859608192
282	0.008831761645
283	0.008801770018
284	0.008763317865
285	0.008734453526
286	0.008718680852
287	0.008672827416
288	0.008625331443
289	0.008591436965
290	0.00857406206
291	0.008566288892
292	0.008552856474
293	0.008534791287
294	0.008522199293
295	0.008493005845
296	0.008413526567
297	0.008404652324
298	0.008365655418
299	0.00834186697
300	0.008306725095
301	0.008302084969
302	0.008247191948
303	0.008203041144
304	0.008159422287
305	0.008152242946
306	0.008115263286
